OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,VOLTAGE,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
824,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,829,Port Lincoln,Operational,132,Boston,South Australia,5,23/02/2017,,-34.699899,135.8047165
825,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,830,Wudinna,Operational,132,Pygery,South Australia,5,23/02/2017,,-33.05235943,135.4523742
826,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,831,Port Pirie,Operational,132,Pirie,South Australia,5,23/02/2017,,-33.17098,138.007012
827,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,832,Baroota,Operational,132,Baroota,South Australia,5,23/02/2017,,-32.96766308,138.0392806
828,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,833,Blanche,Operational,132,Compton,South Australia,5,23/02/2017,,-37.8254425,140.731522
829,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,834,Berri,Operational,132,Berri,South Australia,5,23/02/2017,,-34.269859,140.597989
830,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,835,North West Bend,Operational,132,Stuart,South Australia,5,23/02/2017,,-33.99469909,139.7323179
831,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,836,Tailem Bend,Operational,275,Seymour,South Australia,5,23/02/2017,,-35.27079614,139.4924376
832,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,837,Mobilong,Operational,132,Mobilong,South Australia,5,23/02/2017,,-35.064599,139.2664035
833,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,838,Mannum,Operational,132,Finniss,South Australia,5,23/02/2017,,-34.917069,139.2644765
834,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,839,Robertstown,Operational,275,Bright,South Australia,5,23/02/2017,,-33.95572927,139.1272407
835,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,840,Dorrien,Operational,132,Nuriootpa,South Australia,5,23/02/2017,,-34.49181856,138.9664031
836,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,841,Angas Creek,Operational,132,Gumeracha,South Australia,5,23/02/2017,,-34.847306,138.936869
837,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,842,Mount Barker,Operational,132,Macclesfield,South Australia,5,23/02/2017,,-35.079285,138.852368
838,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Transmission,843,Waterloo,Operational,132,Waterloo,South Australia,5,23/02/2017,,-33.989832,138.8765395
839,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,844,Templers,Operational,132,Light,South Australia,5,23/02/2017,,-34.4626665,138.771348
840,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,845,Para,Operational,275,Munno Para,South Australia,5,23/02/2017,,-34.735692,138.711882
841,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,846,Coolup,Operational,66,Coolup,Western Australia,5,23/02/2017,,-32.783321,115.8900635
842,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,847,Alcoa-Pinjarra,Operational,330,Oakley,Western Australia,5,23/02/2017,,-32.64891433,115.9465597
843,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,848,Mandurah,Operational,132,Mandurah,Western Australia,5,23/02/2017,,-32.53245578,115.7389956
844,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,849,Pinjarra,Operational,132,Ravenswood,Western Australia,5,23/02/2017,,-32.57107555,115.86672
845,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,850,Western Mining Smelter,Operational,132,Feysville,Western Australia,1,23/02/2017,,-30.874754,121.4863045
846,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,851,Boulder,Operational,132,Boulder,Western Australia,1,23/02/2017,,-30.7804665,121.493426
847,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,852,Piccadilly,Operational,132,Piccadilly,Western Australia,1,23/02/2017,,-30.74556088,121.4642171
848,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,853,Parkeston,Operational,132,Parkeston,Western Australia,1,23/02/2017,,-30.7376817,121.5059929
849,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,854,West Kalgoorlie ,Operational,220,Yilkari,Western Australia,1,23/02/2017,,-30.78134576,121.4239909
850,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,855,Black Flag,Operational,132,Kanowna,Western Australia,1,23/02/2017,,-30.5372495,121.243084
851,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,856,Bounty Gold Mine,Operational,132,Mount Holland,Western Australia,5,23/02/2017,,-32.10490996,119.7677925
852,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,857,Yilgarn,Operational,220,Southern Cross,Western Australia,5,23/02/2017,,-31.30981797,119.3686801
853,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,858,Southern Cross,Operational,66,Southern Cross,Western Australia,5,23/02/2017,,-31.19841799,119.3111091
854,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,859,Yerbillon,Operational,66,Carrabin,Western Australia,3,23/02/2017,,-31.39129811,118.7378705
855,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,860,Carrabin,Operational,66,Carrabin,Western Australia,5,23/02/2017,,-31.39590026,118.6828393
856,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,861,Kondinin,Operational,220,Kondinin,Western Australia,5,23/02/2017,,-32.45906454,118.2492961
857,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,862,Baandee,Operational,66,Hines Hill,Western Australia,5,23/02/2017,,-31.5806146,118.0123636
858,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,863,Cunderdin,Operational,66,Cunderdin,Western Australia,5,23/02/2017,,-31.6527355,117.2437485
859,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,864,Broken Hill-Kwinana,Operational,66,Kwinana Beach,Western Australia,5,23/02/2017,,-32.2095803,115.7763047
860,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,865,Alcoa-Kwinana,Operational,132,Naval Base,Western Australia,5,23/02/2017,,-32.19654406,115.778513
861,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,866,Byford,Operational,132,Byford,Western Australia,5,23/02/2017,,-32.205371,116.008119
862,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,867,Cottesloe,Operational,132,Cottesloe,Western Australia,5,23/02/2017,,-31.9982305,115.76021
863,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,868,Gosnells,Operational,132,Gosnells,Western Australia,5,23/02/2017,,-32.07647546,115.9892651
864,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,869,Myaree,Operational,66,Booragoon,Western Australia,5,23/02/2017,,-32.036623,115.822599
865,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,870,Amherst,Operational,132,Fremantle,Western Australia,5,23/02/2017,,-32.05700429,115.7617365
866,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,871,Edmund Street,Operational,66,Fremantle,Western Australia,5,23/02/2017,,-32.05613879,115.7612
867,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,872,North Fremantle,Operational,66,North Fremantle,Western Australia,5,23/02/2017,,-32.03792019,115.7521985
868,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,873,Glen Iris,Operational,132,Jandakot,Western Australia,5,23/02/2017,,-32.093162,115.850161
869,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,874,Southern,Operational,330,Bibra Lake,Western Australia,5,23/02/2017,,-32.09539543,115.8444155
870,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,875,Australian Paper Mills,Operational,66,Bibra Lake,Western Australia,5,23/02/2017,,-32.098823,115.808237
871,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,876,O'Connor,Operational,66,O'Connor,Western Australia,5,23/02/2017,,-32.057186,115.802845
872,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,877,Southern River,Operational,132,Southern River,Western Australia,5,23/02/2017,,-32.10935288,115.9570313
873,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,878,Riverton,Operational,132,Bull Creek,Western Australia,5,23/02/2017,,-32.04892717,115.8634568
874,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,879,Cannington ,Operational,132,Cannington,Western Australia,5,23/02/2017,,-32.01888188,115.942355
875,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,880,Welshpool,Operational,132,Welshpool,Western Australia,5,23/02/2017,,-31.9961855,115.9537445
876,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,881,Victoria Park,Operational,66,East Victoria Park,Western Australia,5,23/02/2017,,-31.985661,115.914383
877,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,882,Tomlinson,Operational,66,Welshpool,Western Australia,5,23/02/2017,,-31.99207635,115.9264031
878,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,883,Tate Street,Operational,66,Bentley,Western Australia,5,23/02/2017,,-31.995656,115.92284
879,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,884,Collier Street,Operational,66,Como,Western Australia,5,23/02/2017,,-31.996736,115.870639
880,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,885,Clarence Street,Operational,66,South Perth,Western Australia,5,23/02/2017,,-31.9776705,115.857114
881,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,886,East Perth Terminal,Operational,66,East Perth,Western Australia,5,23/02/2017,,-31.94566,115.8789808
882,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,887,Western Terminal,Operational,132,Mount Claremont,Western Australia,5,23/02/2017,,-31.95661296,115.7902875
883,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,888,University,Operational,66,Crawley,Western Australia,5,23/02/2017,,-31.982164,115.815886
884,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,889,Shenton Park,Operational,66,Shenton Park,Western Australia,5,23/02/2017,,-31.957081,115.8058385
885,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,890,Nedlands,Operational,66,Nedlands,Western Australia,5,23/02/2017,,-31.98409401,115.7913087
886,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,891,Medical Centre,Operational,66,Nedlands,Western Australia,5,23/02/2017,,-31.9701335,115.8124425
887,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,892,Wembley Downs,Operational,66,Wembley Downs,Western Australia,5,23/02/2017,,-31.9223155,115.7738165
888,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,893,Herdsman Parade,Operational,66,Wembley,Western Australia,5,23/02/2017,,-31.93034,115.811262
889,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,894,Muchea,Operational,132,Muchea,Western Australia,5,23/02/2017,,-31.55777379,115.9585799
890,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,895,Kerr-McGee Muchea,Operational,132,Muchea,Western Australia,5,23/02/2017,,-31.53354476,115.9667934
891,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,896,Landsdale,Operational,132,Darch,Western Australia,5,23/02/2017,,-31.82023978,115.8533879
892,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,897,Yanchep,Operational,132,Carabooda,Western Australia,5,23/02/2017,,-31.623499,115.715444
893,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,898,Wanneroo,Operational,132,Tapping,Western Australia,5,23/02/2017,,-31.7185375,115.7843175
894,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,899,Pinjar,Operational,132,Pinjar,Western Australia,5,23/02/2017,,-31.55767491,115.8223795
895,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,900,Northern ,Operational,330,Malaga,Western Australia,5,23/02/2017,,-31.85119385,115.89234
896,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,901,North Beach,Operational,132,Carine,Western Australia,5,23/02/2017,,-31.857427,115.7770484
897,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,902,Mullaloo,Operational,132,Edgewater,Western Australia,5,23/02/2017,,-31.7728205,115.7817075
898,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,903,Manning Street,Operational,132,Scarborough,Western Australia,5,23/02/2017,,-31.89185011,115.763464
899,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,904,Beechboro,Operational,132,Morley,Western Australia,5,23/02/2017,,-31.872257,115.9241725
900,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,905,Arkana,Operational,132,Westminster,Western Australia,5,23/02/2017,,-31.8654895,115.841905
901,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,906,Moora,Operational,132,Moora,Western Australia,5,23/02/2017,,-30.6314569,116.0287036
902,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,907,Eneabba,Operational,132,Warradarge,Western Australia,5,23/02/2017,,-29.978208,115.3329355
903,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,908,Durlacher Street,Operational,33,Geraldton,Western Australia,5,23/02/2017,,-28.775184,114.6136985
904,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,909,Goldsworthy,Operational,66,Pardoo,Western Australia,5,23/02/2017,,-20.33926361,119.5256958
905,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,910,Steeple Flat,Operational,132,Steeple Flat,New South Wales,5,23/02/2017,,-36.57142236,149.3683566
906,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,911,Bega South,Operational,132,Bega,New South Wales,5,23/02/2017,,-36.6938351,149.8322188
907,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,912,Elaine,Operational,220,Elaine,Victoria,5,23/02/2017,,-37.72995278,144.0115354
908,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,914,Nyngan,Operational,132,Nyngan,New South Wales,5,23/02/2017,,-31.57832735,147.1923275
909,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,915,Nevertire,Operational,132,Nevertire,New South Wales,5,23/02/2017,,-31.8351722,147.7226856
910,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,916,Narromine South,Operational,132,Narromine,New South Wales,5,23/02/2017,,-32.25842934,148.26351
911,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,917,Dubbo,Operational,132,Dubbo,New South Wales,5,23/02/2017,,-32.24875901,148.6293558
912,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,919,Heron Creek,Operational,132,Heron Creek,New South Wales,5,23/02/2017,,-31.6052399,152.736471
913,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,920,Top Ryde,Operational,132,Ryde,New South Wales,5,23/02/2017,,-33.81173297,151.113786
914,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,921,Morisset,Operational,330,Morisset,New South Wales,5,23/02/2017,,-33.11207021,151.476334
915,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,922,Rathmines,Operational,132,Toronto,New South Wales,5,23/02/2017,,-33.03316469,151.5617146
916,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,923,Eraring 132,Operational,132,Eraring,New South Wales,5,23/02/2017,,-33.04956596,151.5250236
917,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,924,West Parramatta,Operational,132,West Parramatta,New South Wales,5,23/02/2017,,-33.8144855,150.9989969
918,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,925,East Parramatta,Operational,132,East Parramatta,New South Wales,5,23/02/2017,,-33.81644618,151.0101138
919,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,926,Rookwood Road,Operational,330,Rookwood ,New South Wales,5,23/02/2017,,-33.89415937,151.0370017
920,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,927,Potts Hill,Operational,132,Chullora,New South Wales,5,23/02/2017,,-33.88820596,151.0422127
921,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,928,Sefton,Operational,132,Sefton,New South Wales,5,23/02/2017,,-33.88749688,151.018499
922,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,929,Bankstown,Operational,132,Padstow,New South Wales,5,23/02/2017,,-33.93697815,151.0392727
923,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,930,Greenacre Park,Operational,132,Greenacre,New South Wales,5,23/02/2017,,-33.90444102,151.0407458
924,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,931,Holroyd,Operational,132,Greystanes,New South Wales,5,23/02/2017,,-33.83472292,150.9191464
925,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,932,Dalley Street,Operational,132,Sydney,New South Wales,5,23/02/2017,,-33.86293715,151.2080555
926,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,933,Surry Hills,Operational,132,Surry Hills,New South Wales,5,23/02/2017,,-33.88244829,151.2120411
927,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,934,Kogarah,Operational,132,Kogarah,New South Wales,5,23/02/2017,,-33.96819566,151.1277393
928,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,935,Hurstville North,Operational,132,Hurstville,New South Wales,5,23/02/2017,,-33.95501747,151.09583
929,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,936,Zetland,Operational,132,Zetland,New South Wales,5,23/02/2017,,-33.90412912,151.2038324
930,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,937,Waverley,Operational,132,Waverley,New South Wales,5,23/02/2017,,-33.8916292,151.2604996
931,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,938,Rose Bay,Operational,132,Rose Bay,New South Wales,5,23/02/2017,,-33.87801143,151.2713722
932,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,939,Gwawley Bay,Operational,132,Miranda,New South Wales,5,23/02/2017,,-34.02385506,151.1040501
933,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,940,Doonside,Operational,132,Doonside,New South Wales,5,23/02/2017,,-33.77073794,150.8780274
934,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,941,Huntingwood,Operational,132,Huntingwood,New South Wales,5,23/02/2017,,-33.7944076,150.8706311
935,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,942,New Canterbury,Operational,132,Earlwood,New South Wales,5,23/02/2017,,-33.92078678,151.1160489
936,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,944,Mackay Ports,Operational,132,Mackay Harbour,Queensland,5,23/02/2017,,-21.11305506,149.2095446
937,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,945,Broadlea,Operational,132,Brodlea,Queensland,5,23/02/2017,,-21.97913821,148.2282766
938,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,946,Memooloo,Operational,132,Memooloo,Queensland,1,23/02/2017,,-24.21664383,148.6377953
939,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,947,Wycarbah,Operational,132,Wycarbah,Queensland,5,23/02/2017,,-23.53083806,150.2443291
940,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,948,Wiggins Island,Operational,132,Callemondah,Queensland,5,23/02/2017,,-23.8262611,151.2020913
941,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,949,Condabri North,Operational,132,Miles,Queensland,5,23/02/2017,,-26.67280042,150.2263926
942,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,950,Orana,Operational,275,Orana,Queensland,5,23/02/2017,,-26.89406181,150.5505898
943,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,951,Condabri Central,Operational,132,Condabri,Queensland,5,23/02/2017,,-26.7969131,150.2057627
944,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,952,Condabri South,Operational,132,Condamine,Queensland,5,23/02/2017,,-26.93099573,150.222062
945,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,953,Columboola,Operational,275,Columboola,Queensland,5,23/02/2017,,-26.64915333,150.2800982
946,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,954,Wandoan South,Operational,275,Wandoan,Queensland,5,23/02/2017,,-26.26768081,149.7682434
947,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,955,Clifford Creek,Operational,275,Yuleba,Queensland,2,23/02/2017,,-26.35556401,149.4177544
948,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,956,Yuleba North,Operational,275,Yuleba,Queensland,1,23/02/2017,,-26.19108196,149.4174529
949,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,957,Dinoun South,Operational,275,Dinoun,Queensland,1,23/02/2017,,-26.24810687,149.4987164
950,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,959,Woleebee Creek,Operational,132,Wandoan,Queensland,1,23/02/2017,,-26.2860749,149.6751464
951,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,960,Jordan,Operational,132,Kogan,Queensland,5,23/02/2017,,-27.10794166,150.7116674
952,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,961,Ruby Jo,Operational,132,Kumbarilla,Queensland,1,23/02/2017,,-27.30481557,150.8736467
953,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,962,Kelvin Grove,Operational,132,Kelvin Grove,Queensland,5,23/02/2017,,-27.4545616,153.0125596
954,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,963,Bungalora,Operational,132,Terranora,New South Wales,5,23/02/2017,,-28.2558964,153.4724413
955,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,964,Narromine ,Operational,132,Narromine,New South Wales,5,23/02/2017,,-32.23605765,148.2468823
956,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,965,Dubbo South,Operational,132,Dubbo,New South Wales,5,23/02/2017,,-32.26936082,148.6298749
957,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,966,Dubbo West,Operational,132,Dubbo,New South Wales,5,23/02/2017,,-32.24023621,148.5804297
958,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,967,Gullen Range Wind Farm,Operational,33,Bannister,New South Wales,5,23/02/2017,,-34.61404151,149.4576816
959,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,968,Yandi,Operational,220,Newman,Western Australia,5,23/02/2017,,-22.79759334,119.1335838
960,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,969,BHPB Yandi,Operational,220,Newman,Western Australia,5,23/02/2017,,-22.73555295,119.1202702
961,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Terminal,970,Moree Solar,Operational,132,Moree,New South Wales,5,23/02/2017,,-29.57633533,149.8601434
962,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Bulk Supply Point,971,Newlands,Operational,132,,Queensland,4,23/02/2017,,-21.07143909,147.802102
963,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Bulk Supply Point,972,Newlands North,Operational,132,,Queensland,4,23/02/2017,,-20.88899868,147.7909161
964,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Bulk Supply Point,973,Mica Creek C,Operational,220,,Queensland,4,23/02/2017,,-20.77992172,139.4869108
965,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Bulk Supply Point,974,Kearneys Spring,Operational,110,,Queensland,4,23/02/2017,,-27.584705,151.9429725
966,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Bulk Supply Point,975,Goondiwindi,Operational,132,,Queensland,4,23/02/2017,,-28.52419257,150.2861806
967,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,976,Century Mine,Operational,220,,Queensland,4,23/02/2017,,-18.73413313,138.6179535
968,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,977,Cloncurry,Operational,220,,Queensland,4,23/02/2017,,-20.71936089,140.4054689
969,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,978,Kogan,Operational,110,,Queensland,4,23/02/2017,,-27.08631824,150.9442123
970,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,979,Mount Isa,Operational,132,,Queensland,4,23/02/2017,,-20.73945142,139.4957767
971,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,980,Ernest Henry Mining,Operational,220,,Queensland,4,23/02/2017,,-20.4411781,140.7177018
972,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Sole Use,981,Gunpowder Mine,Operational,220,,Queensland,4,23/02/2017,,-19.69043953,139.3702667
973,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,982,Rossville,Operational,66,,Queensland,4,23/02/2017,,-15.66803839,145.2164364
974,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,983,Lakeland ,Operational,132,,Queensland,4,23/02/2017,,-15.87229631,144.8617268
975,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,984,Mica Creek B,Operational,132,,Queensland,4,23/02/2017,,-20.77849797,139.4872825
976,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,985,Mount Molloy,Operational,66,,Queensland,4,23/02/2017,,-16.68355306,145.3322445
977,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,986,Cassowary,Operational,66,,Queensland,4,23/02/2017,,-16.50506513,145.3954209
978,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,987,Toowoomba,Operational,110,,Queensland,4,23/02/2017,,-27.56221086,151.9505305
979,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Zone,988,East Lake Zone Substation,Operational,132,,Australian Capital Territory,4,23/02/2017,,-35.31543438,149.1646603
980,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,989,Musselroe Bay WF,Operational,110,Cape Portland,Tasmania,4,23/02/2017,,-40.77997929,148.0100947
981,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,990,Que,Operational,110,Que,Tasmania,4,23/02/2017,,-41.59909797,145.6915366
982,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Switchyard,262,Liapootah,Operational,220,Wayatinah,Tasmania,5,23/02/2017,,-42.37613365,146.5117159
983,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,991,Mount Mercer,Operational,132,Mount Mercer,Victoria,3,23/02/2017,,-37.83053295,143.8886349
984,Substation,"A structure in which high voltage electricity supply is converted, controlled or transformed",Substation,992,Challicum Hills Wind Farm,Operational,66,Buangor,Victoria,5,23/02/2017,,-37.38978902,143.1139711
